ID,Married,Gender,Age,Graduate,Profession,Years_of_Working,Spending_Score,Family_Members,Category,Class(Target)
373,0,1.0,20,0.0,Healthcare,0.0,Low,5.0,Cat_4,B
374,0,0.0,78,0.0,Lawyer,1.0,Low,1.0,Cat_6,A
375,0,1.0,29,0.0,Homemaker,0.0,Low,4.0,Cat_4,D
376,0,1.0,25,1.0,Engineer,,Low,2.0,Cat_3,D
377,1,1.0,27,1.0,Artist,5.0,Low,4.0,Cat_3,C
378,0,1.0,41,1.0,Artist,9.0,Low,1.0,Cat_6,C
379,1,0.0,35,1.0,Executive,9.0,High,4.0,Cat_6,A
380,1,0.0,73,0.0,Executive,0.0,High,2.0,Cat_6,B
381,1,0.0,51,1.0,Artist,8.0,Low,5.0,Cat_6,D
382,1,0.0,47,0.0,Executive,0.0,Low,4.0,Cat_4,B
383,1,0.0,46,0.0,Executive,,Average,3.0,Cat_1,A
384,0,0.0,48,0.0,Entertainment,2.0,Average,,Cat_4,D
385,0,1.0,22,0.0,Healthcare,1.0,Low,4.0,Cat_2,C
386,1,0.0,70,1.0,Artist,1.0,Low,2.0,Cat_6,C
387,1,0.0,43,1.0,Artist,8.0,Low,1.0,Cat_6,C
388,0,1.0,29,0.0,Healthcare,0.0,Low,3.0,Cat_6,B
389,1,1.0,35,1.0,Artist,1.0,Low,2.0,Cat_6,C
390,1,1.0,39,1.0,Entertainment,9.0,Low,2.0,Cat_6,D
391,0,0.0,41,1.0,Artist,1.0,Average,5.0,Cat_6,A
392,1,1.0,20,0.0,Healthcare,0.0,Low,5.0,Cat_6,B
393,0,1.0,32,0.0,Doctor,1.0,Low,5.0,Cat_4,B
394,1,0.0,51,1.0,Entertainment,1.0,Average,4.0,Cat_6,A
395,0,1.0,35,1.0,Homemaker,12.0,Low,1.0,Cat_6,A
396,1,0.0,49,1.0,Artist,1.0,Average,4.0,Cat_6,A
397,1,0.0,35,0.0,Artist,0.0,Low,6.0,Cat_4,A
398,0,1.0,35,1.0,Entertainment,0.0,Low,1.0,Cat_6,D
399,1,0.0,36,1.0,Engineer,1.0,Average,3.0,Cat_4,C
400,1,1.0,26,0.0,Artist,8.0,Low,5.0,Cat_5,D
401,0,1.0,26,0.0,Doctor,0.0,Low,2.0,Cat_6,B
402,1,0.0,37,1.0,Artist,1.0,Average,2.0,Cat_6,A
403,1,0.0,41,1.0,Artist,4.0,Average,3.0,Cat_6,C
404,0,0.0,43,1.0,Artist,0.0,Average,4.0,Cat_6,A
405,1,1.0,33,0.0,Healthcare,0.0,Low,7.0,Cat_4,B
406,1,0.0,70,0.0,Lawyer,,Low,1.0,Cat_6,D
407,1,1.0,21,0.0,Healthcare,,Low,2.0,Cat_6,B
408,1,1.0,30,0.0,Engineer,9.0,Low,3.0,Cat_4,B
409,1,0.0,49,1.0,Artist,1.0,Low,2.0,Cat_3,D
410,1,1.0,41,1.0,,,Low,1.0,Cat_6,A
411,0,1.0,31,0.0,Healthcare,0.0,Low,4.0,Cat_6,A
412,0,1.0,39,1.0,Doctor,2.0,Low,1.0,Cat_6,C
413,0,1.0,40,,Marketing,6.0,Low,1.0,Cat_4,D
414,1,0.0,35,0.0,Entertainment,8.0,Average,4.0,Cat_6,D
415,0,0.0,73,1.0,Engineer,0.0,Low,2.0,Cat_6,A
416,0,,23,0.0,Healthcare,6.0,Low,4.0,Cat_2,B
417,0,1.0,26,0.0,Homemaker,9.0,Low,1.0,Cat_6,B
418,0,0.0,72,0.0,Lawyer,1.0,Low,3.0,Cat_6,D
419,1,1.0,19,0.0,Healthcare,5.0,Low,4.0,Cat_3,D
420,0,1.0,18,0.0,Doctor,,Low,,Cat_6,B
421,1,1.0,27,1.0,Doctor,,Low,3.0,Cat_6,C
422,1,0.0,52,1.0,Artist,0.0,High,2.0,Cat_6,C
423,0,1.0,18,0.0,Healthcare,1.0,Low,3.0,Cat_6,D
424,0,1.0,36,1.0,Artist,1.0,Low,4.0,Cat_2,A
425,0,0.0,79,1.0,Lawyer,1.0,High,2.0,Cat_6,C
426,1,0.0,51,1.0,Artist,,High,3.0,Cat_6,D
427,1,0.0,46,1.0,Artist,3.0,Average,3.0,Cat_6,D
428,0,0.0,70,0.0,Engineer,7.0,Low,1.0,Cat_3,C
429,0,1.0,22,0.0,Healthcare,6.0,Low,3.0,Cat_3,A
430,1,0.0,55,,Entertainment,,High,5.0,Cat_6,C
431,1,1.0,18,0.0,Healthcare,0.0,Low,3.0,Cat_3,C
432,0,0.0,89,1.0,Lawyer,0.0,High,2.0,Cat_6,A
433,1,1.0,89,1.0,Artist,1.0,Low,,Cat_6,D
434,1,1.0,39,1.0,Artist,8.0,Low,3.0,Cat_6,A
435,1,1.0,18,0.0,Doctor,0.0,Low,6.0,Cat_4,B
436,1,0.0,37,,Entertainment,0.0,Low,,Cat_3,C
437,0,1.0,25,1.0,Artist,,Low,1.0,Cat_6,C
438,0,0.0,56,1.0,Artist,1.0,Average,6.0,Cat_5,A
439,1,0.0,55,1.0,Artist,1.0,Average,2.0,Cat_6,A
440,0,0.0,38,1.0,Engineer,9.0,Average,3.0,Cat_3,A
441,1,0.0,58,1.0,Artist,0.0,Low,1.0,Cat_6,A
442,0,1.0,20,0.0,Healthcare,4.0,Low,3.0,Cat_4,B
443,0,0.0,82,0.0,Lawyer,0.0,High,2.0,Cat_6,D
444,0,0.0,89,0.0,Lawyer,,High,2.0,Cat_3,A
445,0,0.0,42,0.0,Entertainment,0.0,Average,3.0,Cat_6,C
446,1,0.0,42,1.0,Executive,0.0,High,2.0,Cat_6,C
447,1,1.0,19,0.0,Healthcare,,Low,4.0,Cat_6,B
448,0,1.0,66,1.0,Artist,0.0,Low,2.0,Cat_6,D
449,1,1.0,29,1.0,Artist,,Low,1.0,Cat_4,B
450,1,1.0,32,0.0,Entertainment,1.0,Low,3.0,Cat_7,B
451,1,0.0,28,1.0,Healthcare,1.0,Low,4.0,Cat_7,B
452,1,1.0,36,1.0,Artist,0.0,Low,1.0,Cat_4,D
453,1,0.0,62,1.0,Doctor,1.0,Average,4.0,Cat_3,A
454,1,,37,1.0,Artist,1.0,Average,3.0,Cat_3,D
455,1,0.0,35,1.0,Executive,,Average,3.0,Cat_6,D
456,1,1.0,38,0.0,Artist,2.0,Low,2.0,Cat_3,D
457,0,0.0,70,1.0,Lawyer,1.0,Low,2.0,Cat_6,A
458,1,0.0,59,1.0,Entertainment,5.0,High,5.0,Cat_6,C
459,1,0.0,41,0.0,Artist,1.0,Average,2.0,Cat_4,A
460,0,0.0,40,1.0,Artist,8.0,Low,1.0,Cat_6,C
461,0,1.0,18,0.0,Healthcare,6.0,Low,5.0,,B
462,1,0.0,71,1.0,Executive,1.0,High,4.0,Cat_6,C
463,1,1.0,27,1.0,Healthcare,8.0,Low,4.0,Cat_6,B
464,0,1.0,46,1.0,Doctor,1.0,Low,,Cat_3,D
465,1,0.0,56,1.0,Artist,4.0,Low,1.0,Cat_6,C
466,1,0.0,55,0.0,Engineer,1.0,High,4.0,Cat_6,D
467,1,1.0,30,1.0,Doctor,0.0,Low,5.0,Cat_2,D
468,1,0.0,51,0.0,Entertainment,1.0,Average,4.0,Cat_3,B
469,0,1.0,46,1.0,Artist,6.0,Low,2.0,Cat_6,A
470,1,0.0,55,1.0,Executive,9.0,High,2.0,Cat_6,A
471,1,1.0,19,0.0,Healthcare,1.0,Low,4.0,Cat_6,B
472,0,1.0,38,1.0,Artist,9.0,Low,1.0,Cat_6,C
473,0,1.0,35,1.0,Healthcare,1.0,Low,1.0,Cat_6,B
474,0,0.0,47,1.0,Artist,0.0,Average,2.0,Cat_6,A
475,1,1.0,25,0.0,Healthcare,7.0,Low,4.0,Cat_4,B
476,1,1.0,27,1.0,Artist,4.0,Low,6.0,Cat_4,D
477,0,,85,0.0,Lawyer,0.0,High,1.0,Cat_3,A
478,1,0.0,39,1.0,Doctor,0.0,Average,3.0,Cat_6,C
479,0,1.0,26,1.0,Healthcare,7.0,Low,2.0,Cat_3,D
480,0,1.0,27,0.0,Doctor,,Low,3.0,Cat_7,D
481,0,0.0,59,1.0,Homemaker,0.0,Average,4.0,Cat_6,C
482,1,1.0,30,1.0,Artist,1.0,Low,1.0,Cat_3,D
483,0,0.0,59,1.0,Artist,4.0,Average,4.0,Cat_7,A
484,1,1.0,21,0.0,Marketing,7.0,Low,3.0,Cat_6,C
485,1,1.0,37,1.0,Entertainment,9.0,Low,1.0,Cat_6,B
486,0,1.0,31,1.0,Engineer,8.0,Low,1.0,Cat_6,D
487,0,0.0,66,1.0,Lawyer,6.0,Average,4.0,Cat_5,C
488,0,1.0,25,0.0,Engineer,1.0,Low,1.0,Cat_4,B
489,0,1.0,19,0.0,Healthcare,0.0,Low,4.0,Cat_6,A
490,1,0.0,46,1.0,Artist,1.0,Average,3.0,Cat_6,A
491,0,0.0,45,1.0,Artist,1.0,Average,5.0,Cat_3,C
492,1,1.0,47,1.0,Entertainment,2.0,Low,,Cat_1,D
493,0,0.0,27,0.0,Homemaker,10.0,Low,1.0,Cat_6,B
494,0,1.0,27,0.0,Artist,,Low,4.0,Cat_4,B
495,1,0.0,36,0.0,Entertainment,0.0,Average,4.0,Cat_4,D
496,0,1.0,18,0.0,Entertainment,0.0,Low,4.0,Cat_6,B
497,1,1.0,35,0.0,Healthcare,,Low,1.0,Cat_4,B
498,1,1.0,22,0.0,Healthcare,0.0,Low,4.0,Cat_6,B
499,1,0.0,47,1.0,Artist,0.0,Average,4.0,Cat_6,D
500,1,1.0,42,1.0,Artist,8.0,Low,1.0,Cat_6,D
501,1,1.0,25,0.0,Doctor,1.0,Low,4.0,Cat_6,B
502,1,0.0,39,1.0,Entertainment,0.0,Average,4.0,Cat_3,D
503,1,1.0,32,0.0,Healthcare,9.0,Low,3.0,Cat_6,B
504,0,1.0,50,1.0,Artist,4.0,Low,1.0,Cat_6,A
505,0,0.0,52,1.0,Artist,9.0,Low,4.0,Cat_6,A
506,0,1.0,38,1.0,Artist,7.0,Low,1.0,Cat_6,A
507,1,0.0,32,1.0,Marketing,13.0,High,4.0,Cat_4,D
508,0,1.0,28,1.0,Healthcare,1.0,Low,6.0,Cat_6,B
509,0,1.0,35,1.0,Entertainment,1.0,Low,2.0,Cat_6,B
510,0,1.0,55,1.0,Artist,1.0,Low,1.0,Cat_3,D
511,0,0.0,51,0.0,Engineer,,Average,3.0,Cat_4,C
512,1,1.0,26,1.0,Doctor,0.0,Low,5.0,Cat_6,B
513,1,1.0,41,1.0,Artist,2.0,Low,3.0,Cat_6,D
514,0,0.0,37,1.0,Homemaker,9.0,High,2.0,Cat_6,A
515,1,0.0,66,1.0,,0.0,Low,2.0,Cat_2,C
516,0,1.0,38,0.0,Artist,10.0,Low,1.0,Cat_6,D
517,1,0.0,39,0.0,Executive,5.0,High,3.0,Cat_4,B
518,1,0.0,49,1.0,Artist,0.0,Low,1.0,Cat_6,C
519,1,0.0,41,1.0,Artist,8.0,Low,,Cat_6,B
520,0,0.0,46,1.0,Entertainment,7.0,Low,3.0,Cat_6,A
521,0,1.0,53,0.0,Entertainment,1.0,Low,1.0,Cat_4,D
522,1,1.0,32,1.0,Doctor,1.0,Low,2.0,Cat_6,C
523,1,0.0,30,0.0,Executive,5.0,High,4.0,Cat_6,D
524,0,0.0,26,0.0,Engineer,7.0,Low,2.0,Cat_6,D
525,0,1.0,25,0.0,Engineer,1.0,Low,1.0,Cat_6,C
526,1,1.0,20,0.0,Doctor,8.0,Low,3.0,Cat_6,D
527,0,1.0,22,0.0,Healthcare,0.0,Low,4.0,Cat_6,B
528,1,0.0,59,0.0,Artist,0.0,Low,1.0,Cat_6,C
529,1,1.0,69,0.0,Engineer,1.0,Low,,Cat_4,D
530,0,0.0,52,1.0,Artist,3.0,Low,2.0,,C
531,1,0.0,59,1.0,Executive,0.0,High,5.0,Cat_6,A
532,0,1.0,25,1.0,Artist,13.0,Low,1.0,Cat_6,D
533,0,1.0,39,1.0,Artist,0.0,Low,2.0,Cat_6,D
534,0,0.0,70,0.0,Marketing,0.0,High,2.0,Cat_4,B
535,1,1.0,48,1.0,Engineer,0.0,Low,1.0,Cat_2,D
536,1,1.0,30,0.0,Healthcare,0.0,Low,4.0,Cat_2,B
537,1,0.0,55,1.0,Artist,1.0,Average,3.0,Cat_3,D
538,0,0.0,69,1.0,Artist,1.0,Average,3.0,Cat_6,D
539,1,0.0,38,1.0,Homemaker,,Average,2.0,Cat_3,C
540,1,0.0,58,0.0,Artist,0.0,High,3.0,Cat_6,B
541,1,1.0,46,1.0,Artist,0.0,Low,2.0,Cat_6,B
542,0,1.0,22,0.0,Healthcare,1.0,Low,8.0,Cat_4,B
543,0,1.0,39,1.0,Engineer,1.0,Low,1.0,Cat_4,B
544,1,0.0,47,0.0,Artist,0.0,Low,2.0,Cat_6,D
545,1,1.0,51,1.0,Artist,1.0,Low,2.0,Cat_6,A
546,1,0.0,35,0.0,Artist,1.0,Average,3.0,Cat_4,D
547,1,1.0,23,0.0,Healthcare,2.0,Low,3.0,Cat_2,B
548,1,0.0,43,1.0,Executive,,High,4.0,Cat_6,C
549,0,1.0,27,0.0,Healthcare,9.0,Low,2.0,Cat_6,D
550,0,0.0,41,1.0,Artist,9.0,Low,1.0,Cat_6,A
551,0,1.0,29,0.0,Engineer,1.0,Low,4.0,Cat_6,A
552,1,0.0,52,0.0,Engineer,,Low,1.0,Cat_6,A
553,0,1.0,29,0.0,Entertainment,0.0,Low,2.0,Cat_3,C
554,1,0.0,42,0.0,Engineer,9.0,Low,3.0,Cat_6,B
555,1,0.0,25,1.0,Healthcare,,Low,6.0,Cat_6,C
556,0,0.0,83,1.0,Lawyer,0.0,Low,2.0,Cat_6,A
557,0,0.0,38,1.0,Doctor,0.0,Average,2.0,Cat_6,A
558,0,1.0,42,1.0,Artist,9.0,Low,1.0,Cat_6,A
559,1,0.0,41,1.0,Artist,1.0,Low,2.0,Cat_6,C
560,1,0.0,50,1.0,Artist,1.0,Low,1.0,Cat_4,C
561,1,0.0,71,1.0,Lawyer,0.0,High,2.0,Cat_6,A
562,0,0.0,28,,,8.0,Average,4.0,Cat_3,A
563,1,0.0,52,1.0,Engineer,,Low,2.0,Cat_6,D
564,1,1.0,22,0.0,Healthcare,0.0,Low,5.0,Cat_6,D
565,0,1.0,43,0.0,Doctor,4.0,Low,6.0,Cat_7,C
566,0,0.0,84,1.0,Lawyer,0.0,Low,,Cat_3,D
567,0,1.0,40,1.0,Artist,5.0,Low,1.0,Cat_6,D
568,1,0.0,35,0.0,Artist,0.0,Low,2.0,Cat_6,C
569,0,0.0,78,0.0,Lawyer,1.0,Low,1.0,Cat_5,D
570,0,1.0,29,1.0,Doctor,0.0,Low,5.0,Cat_3,B
571,1,,47,0.0,,0.0,Average,2.0,Cat_6,D
572,0,1.0,28,1.0,Artist,0.0,Low,3.0,Cat_6,B
573,0,0.0,27,1.0,Healthcare,6.0,Average,2.0,Cat_6,B
574,1,0.0,25,1.0,Entertainment,1.0,Low,2.0,Cat_6,D
575,1,0.0,51,0.0,Executive,1.0,Low,4.0,Cat_4,B
576,1,0.0,46,1.0,Healthcare,1.0,High,3.0,Cat_6,A
577,1,0.0,61,1.0,Artist,1.0,Low,2.0,Cat_6,C
578,0,0.0,69,1.0,Artist,1.0,Low,1.0,Cat_6,C
579,1,,19,0.0,Healthcare,9.0,Low,3.0,Cat_3,B
580,1,0.0,52,,Entertainment,,Average,5.0,Cat_4,C
581,0,1.0,41,1.0,Artist,1.0,Low,1.0,Cat_6,A
582,0,1.0,36,1.0,Engineer,8.0,Low,1.0,Cat_4,A
583,1,0.0,49,1.0,Artist,1.0,Average,2.0,Cat_6,A
584,1,0.0,73,1.0,Lawyer,0.0,High,4.0,Cat_6,D
585,0,0.0,42,1.0,Entertainment,6.0,Low,2.0,Cat_6,C
586,0,1.0,65,1.0,Lawyer,0.0,Low,5.0,Cat_6,D
587,1,0.0,25,1.0,Entertainment,8.0,Average,2.0,Cat_6,D
588,0,1.0,50,1.0,Artist,8.0,Low,3.0,Cat_6,A
589,0,0.0,40,0.0,Engineer,1.0,Low,2.0,Cat_6,D
590,1,0.0,74,1.0,Lawyer,1.0,Low,1.0,Cat_6,C
591,0,0.0,41,1.0,Healthcare,6.0,Average,2.0,Cat_6,A
592,0,1.0,33,0.0,Doctor,1.0,Low,3.0,Cat_6,B
593,0,0.0,48,1.0,Artist,3.0,High,3.0,Cat_4,C
594,1,1.0,35,1.0,Doctor,3.0,Low,1.0,Cat_6,D
595,0,1.0,40,1.0,Artist,2.0,Low,1.0,Cat_6,C
596,1,1.0,37,1.0,Healthcare,0.0,Low,2.0,Cat_6,B
597,0,0.0,45,1.0,Artist,1.0,Average,3.0,Cat_7,A
598,1,0.0,68,1.0,Artist,2.0,Low,1.0,Cat_6,C
599,0,1.0,40,1.0,Artist,1.0,Low,1.0,Cat_5,C
600,0,0.0,40,1.0,Artist,0.0,Low,3.0,Cat_3,C
601,0,1.0,51,1.0,Lawyer,6.0,Low,1.0,Cat_6,C
602,0,1.0,35,0.0,Engineer,1.0,Low,2.0,Cat_4,D
603,0,0.0,50,1.0,Artist,0.0,Average,2.0,Cat_3,A
604,1,1.0,39,0.0,Entertainment,0.0,Low,3.0,Cat_6,D
605,0,1.0,66,0.0,Lawyer,,Low,1.0,Cat_6,D
606,0,0.0,58,1.0,Artist,0.0,Low,,Cat_6,A
607,0,1.0,38,1.0,Engineer,,Low,1.0,Cat_6,B
608,1,0.0,25,1.0,Healthcare,8.0,Low,2.0,Cat_6,B
609,0,1.0,28,1.0,Healthcare,,Low,3.0,Cat_2,B
610,1,0.0,26,1.0,Healthcare,9.0,High,3.0,Cat_2,B
611,1,0.0,49,1.0,Executive,1.0,Low,2.0,Cat_6,D
612,0,1.0,27,0.0,Healthcare,0.0,Low,4.0,Cat_3,D
613,0,1.0,35,1.0,Entertainment,9.0,Low,4.0,Cat_6,A
614,1,0.0,28,0.0,Executive,0.0,High,4.0,Cat_4,D
615,0,1.0,49,1.0,,0.0,Low,2.0,Cat_6,B
616,1,1.0,18,0.0,Healthcare,2.0,Low,4.0,Cat_2,B
617,1,0.0,60,0.0,Artist,1.0,High,4.0,Cat_3,C
618,1,0.0,59,0.0,Executive,11.0,High,2.0,Cat_6,C
619,0,0.0,36,1.0,Doctor,7.0,Average,2.0,Cat_6,A
620,1,0.0,65,1.0,Entertainment,1.0,Low,1.0,Cat_6,C
621,1,0.0,57,1.0,Artist,3.0,Average,2.0,Cat_6,C
622,1,1.0,31,1.0,Artist,1.0,Low,5.0,Cat_6,A
623,0,0.0,45,1.0,Artist,1.0,Average,4.0,Cat_3,A
624,1,0.0,31,1.0,Entertainment,4.0,Low,2.0,Cat_6,C
625,0,0.0,67,0.0,Engineer,,Average,4.0,Cat_4,D
626,0,0.0,33,0.0,Entertainment,1.0,Low,2.0,Cat_3,D
627,1,0.0,43,1.0,Healthcare,1.0,Low,3.0,Cat_3,B
628,1,0.0,75,1.0,Lawyer,2.0,Low,1.0,Cat_6,B
629,1,1.0,35,,Artist,6.0,Low,5.0,Cat_2,C
630,1,0.0,62,1.0,Artist,0.0,High,2.0,Cat_6,A
631,0,1.0,23,0.0,Homemaker,0.0,Low,5.0,Cat_5,C
632,0,1.0,27,0.0,Healthcare,9.0,Low,5.0,Cat_7,D
633,1,0.0,79,,Lawyer,0.0,High,2.0,Cat_6,A
634,1,0.0,76,1.0,Lawyer,0.0,Low,2.0,Cat_6,D
635,1,1.0,31,1.0,Doctor,14.0,Low,2.0,Cat_7,D
636,0,0.0,39,1.0,Artist,8.0,Average,2.0,Cat_6,A
637,1,0.0,42,1.0,Artist,6.0,Low,7.0,Cat_6,A
638,0,1.0,46,0.0,Doctor,0.0,Low,2.0,Cat_6,C
639,1,,19,0.0,Healthcare,0.0,Low,3.0,Cat_6,B
640,0,1.0,28,1.0,Artist,3.0,Low,7.0,Cat_2,D
641,1,0.0,52,1.0,Marketing,1.0,High,4.0,Cat_6,A
642,0,0.0,66,1.0,Artist,0.0,Average,3.0,Cat_6,A
643,1,0.0,71,0.0,Executive,1.0,Average,2.0,Cat_6,A
644,0,0.0,59,1.0,Engineer,0.0,Low,1.0,Cat_6,B
645,1,0.0,45,1.0,Artist,1.0,Average,2.0,Cat_6,A
646,0,0.0,41,1.0,Engineer,8.0,Average,4.0,Cat_4,C
647,1,0.0,52,1.0,Executive,1.0,High,3.0,Cat_6,D
648,0,0.0,81,1.0,Lawyer,0.0,High,2.0,Cat_6,A
649,0,0.0,76,1.0,Marketing,0.0,Low,2.0,Cat_6,C
650,1,0.0,45,1.0,Artist,1.0,Low,1.0,Cat_6,D
651,1,0.0,58,1.0,Artist,6.0,Average,4.0,Cat_6,A
652,1,0.0,38,1.0,Artist,1.0,Average,4.0,Cat_6,A
653,0,1.0,18,0.0,Healthcare,8.0,Low,4.0,Cat_4,B
654,1,0.0,55,1.0,Artist,8.0,Low,1.0,Cat_6,C
655,0,1.0,32,1.0,Artist,9.0,Low,5.0,Cat_6,B
656,1,0.0,72,1.0,Executive,1.0,Low,1.0,Cat_6,B
657,1,0.0,52,1.0,Executive,1.0,High,4.0,Cat_1,A
658,0,1.0,30,0.0,Engineer,1.0,Low,3.0,Cat_4,D
659,0,0.0,71,0.0,,1.0,Low,1.0,Cat_6,D
660,1,1.0,29,0.0,Entertainment,8.0,Low,4.0,Cat_6,B
661,1,0.0,84,1.0,Lawyer,0.0,Low,2.0,Cat_6,D
662,1,0.0,88,1.0,Lawyer,1.0,Low,1.0,Cat_6,D
663,1,1.0,42,0.0,Doctor,0.0,Low,1.0,Cat_3,B
664,0,1.0,22,0.0,Doctor,0.0,Low,2.0,Cat_4,B
665,0,1.0,40,1.0,Artist,8.0,Low,1.0,Cat_6,C
666,1,1.0,32,0.0,Engineer,0.0,Low,4.0,Cat_6,D
667,1,0.0,50,0.0,Entertainment,0.0,Low,2.0,Cat_6,D
668,0,1.0,52,1.0,Artist,0.0,Low,1.0,Cat_6,B
669,0,0.0,68,1.0,Artist,1.0,Average,3.0,Cat_6,A
670,0,0.0,69,0.0,Lawyer,0.0,Low,1.0,Cat_3,B
671,1,0.0,42,1.0,Artist,0.0,Average,3.0,Cat_6,C
672,0,1.0,22,0.0,Engineer,1.0,Low,4.0,Cat_6,B
673,1,1.0,43,1.0,Entertainment,1.0,Low,2.0,Cat_6,C
674,0,1.0,25,1.0,Artist,0.0,Low,3.0,Cat_7,D
675,1,0.0,46,1.0,Artist,1.0,Average,4.0,Cat_6,C
676,1,0.0,51,1.0,Artist,0.0,Average,2.0,Cat_2,A
677,0,0.0,48,1.0,Artist,2.0,Average,2.0,Cat_6,A
678,1,0.0,67,1.0,Artist,0.0,Low,1.0,Cat_6,B
679,0,0.0,61,1.0,Engineer,2.0,Average,4.0,Cat_2,D
680,1,0.0,83,0.0,Executive,1.0,High,3.0,Cat_6,C
681,1,1.0,31,0.0,Artist,1.0,Low,2.0,Cat_6,C
682,1,0.0,73,1.0,Entertainment,1.0,Average,3.0,Cat_6,B
683,0,0.0,53,1.0,Artist,8.0,Average,3.0,Cat_6,A
684,1,1.0,22,0.0,Healthcare,1.0,Low,3.0,Cat_1,B
685,1,0.0,52,1.0,Entertainment,0.0,Average,4.0,Cat_6,C
686,1,1.0,22,0.0,Healthcare,1.0,Low,6.0,Cat_4,B
687,0,0.0,74,1.0,Lawyer,1.0,High,2.0,Cat_6,D
688,1,1.0,39,1.0,Artist,4.0,Low,1.0,Cat_4,D
689,0,0.0,65,1.0,Artist,0.0,Low,2.0,Cat_6,C
690,1,1.0,25,1.0,Healthcare,9.0,Low,4.0,Cat_6,B
691,0,1.0,25,1.0,Artist,0.0,Low,6.0,Cat_6,D
692,0,0.0,38,0.0,Engineer,0.0,Low,3.0,Cat_4,D
693,1,0.0,53,1.0,Doctor,0.0,Average,2.0,Cat_6,A
694,0,0.0,33,1.0,Homemaker,1.0,Low,3.0,Cat_5,B
695,1,0.0,56,0.0,Entertainment,1.0,Average,3.0,Cat_6,A
696,0,1.0,25,0.0,Artist,1.0,Low,3.0,Cat_6,B
697,1,0.0,55,1.0,Artist,1.0,Average,5.0,Cat_6,A
698,0,1.0,30,0.0,Healthcare,,Low,,,A
699,1,0.0,53,1.0,Artist,0.0,Low,3.0,Cat_6,C
700,1,0.0,45,0.0,Entertainment,10.0,Average,4.0,Cat_6,C
701,1,0.0,40,0.0,Doctor,4.0,Average,4.0,Cat_6,C
702,1,0.0,33,0.0,Executive,4.0,High,4.0,Cat_3,C
703,0,,62,1.0,Artist,4.0,Average,3.0,Cat_6,C
704,0,1.0,26,1.0,Artist,9.0,Low,1.0,Cat_6,D
705,1,0.0,40,1.0,Artist,0.0,Average,2.0,Cat_6,A
706,0,1.0,70,1.0,Lawyer,0.0,Low,1.0,Cat_6,B
707,1,1.0,29,0.0,Healthcare,0.0,Low,6.0,Cat_6,C
708,0,0.0,69,1.0,Artist,2.0,Average,9.0,Cat_5,A
709,0,0.0,36,1.0,Artist,,Low,2.0,Cat_6,C
710,0,0.0,72,1.0,Doctor,,High,2.0,Cat_6,A
711,1,0.0,35,0.0,Entertainment,1.0,Low,,Cat_4,D
712,1,0.0,48,1.0,Healthcare,1.0,Average,4.0,Cat_6,D
713,1,0.0,57,1.0,Lawyer,1.0,High,2.0,Cat_6,C
714,0,1.0,41,1.0,Artist,1.0,Low,,Cat_4,D
715,0,0.0,26,1.0,Artist,4.0,Average,2.0,Cat_3,B
716,0,0.0,55,0.0,Engineer,0.0,Low,1.0,Cat_6,B
717,0,1.0,26,0.0,Engineer,0.0,Low,3.0,Cat_6,B
718,0,0.0,43,0.0,Homemaker,7.0,Low,1.0,Cat_6,C
719,1,0.0,39,1.0,Artist,0.0,Low,3.0,Cat_6,D
720,1,0.0,40,1.0,Entertainment,,Average,2.0,Cat_4,C
721,0,1.0,32,1.0,Engineer,0.0,Low,2.0,Cat_6,B
722,1,0.0,42,1.0,Artist,1.0,Average,3.0,Cat_6,A
723,1,0.0,53,0.0,Doctor,,Average,4.0,Cat_3,D
724,1,1.0,39,1.0,Entertainment,1.0,Low,8.0,Cat_3,D
725,1,0.0,56,1.0,Artist,1.0,High,2.0,Cat_6,A
726,0,1.0,37,0.0,Homemaker,1.0,Low,1.0,Cat_1,B
727,0,0.0,58,1.0,Artist,1.0,Low,1.0,Cat_6,C
728,1,0.0,33,1.0,Doctor,0.0,Average,2.0,Cat_6,C
729,0,1.0,22,0.0,Healthcare,1.0,Low,9.0,Cat_4,B
730,1,0.0,49,1.0,Entertainment,0.0,Average,3.0,Cat_6,C
731,0,0.0,78,1.0,Artist,1.0,High,2.0,Cat_6,A
732,0,0.0,89,0.0,Lawyer,3.0,High,2.0,Cat_6,D
733,0,1.0,50,0.0,Artist,0.0,Low,,Cat_2,D
734,1,0.0,58,1.0,Artist,1.0,Low,1.0,Cat_6,B
735,1,1.0,18,0.0,Healthcare,6.0,Low,4.0,Cat_4,B
736,1,1.0,22,0.0,Healthcare,1.0,Low,4.0,Cat_4,B
737,0,0.0,49,1.0,Homemaker,14.0,Low,1.0,Cat_6,D
738,0,1.0,28,1.0,Doctor,,Low,3.0,Cat_6,D
739,1,1.0,42,1.0,Artist,1.0,Low,1.0,Cat_2,A
740,1,1.0,27,0.0,Artist,1.0,Low,1.0,Cat_6,C
741,0,0.0,83,0.0,Lawyer,,Low,2.0,Cat_6,D
742,1,1.0,18,0.0,Healthcare,2.0,Low,4.0,Cat_6,B
743,1,1.0,19,0.0,Healthcare,1.0,Low,3.0,Cat_3,B
744,0,1.0,43,1.0,Homemaker,14.0,Low,1.0,Cat_6,B
745,0,0.0,40,1.0,Artist,0.0,High,2.0,Cat_6,D
746,1,0.0,58,1.0,Doctor,1.0,High,2.0,Cat_6,C
